Thumb_RX	Index_RX	Thumb_RY	Index_RY	Thumb_LX	Index_LX	Thumb_LY	Index_LY	Time
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4
0.0	0.0	0.0	0.0	1053.0331420898438	1023.9276123046875	915.2574777603149	902.6958560943604	1.44
0.0	0.0	0.0	0.0	1038.8002395629883	1024.7808837890625	710.1437401771545	706.7270135879517	1.48
0.0	0.0	0.0	0.0	1035.9274291992188	1011.9130325317383	604.5858335494995	580.3414106369019	1.52
0.0	0.0	0.0	0.0	977.614860534668	994.5690536499023	565.2579116821289	558.0115056037903	1.56
0.0	0.0	0.0	0.0	1004.1800308227539	1004.7427368164062	606.6307067871094	529.6711564064026	1.6
0.0	0.0	0.0	0.0	989.4419860839844	997.5341033935547	651.9841361045837	579.4488787651062	1.64
0.0	0.0	0.0	0.0	1000.0505447387695	997.3015594482422	682.4745440483093	617.3515820503235	1.68
0.0	0.0	0.0	0.0	1019.6967315673828	1005.0630569458008	713.6379718780518	660.5291390419006	1.72
0.0	0.0	0.0	0.0	1024.0227127075195	1011.3261795043945	723.0403590202332	690.5830335617065	1.76
0.0	0.0	0.0	0.0	1027.298240661621	1024.6736526489258	733.6460065841675	696.9916248321533	1.8
0.0	0.0	0.0	0.0	1010.9036636352539	1026.3071823120117	721.5293955802917	688.7861895561218	1.84
1026.2932205200195	1027.7720260620117	700.1387572288513	642.8620934486389	867.0743179321289	866.7550277709961	753.0443000793457	748.1532382965088	1.88
1016.2439346313477	1026.965446472168	677.739007472992	614.6219086647034	861.5675354003906	877.2385597229004	705.7248544692993	689.4134402275085	1.92
1005.8226013183594	1027.1659469604492	660.1486945152283	584.605929851532	868.5303497314453	880.568790435791	670.6482553482056	639.9008703231812	1.96
1003.5153579711914	1027.236557006836	640.0121068954468	561.4340257644653	878.8552093505859	898.7141990661621	640.5709290504456	612.2304511070251	2.0
982.3394393920898	1004.2577362060547	643.6888360977173	578.2713675498962	864.7657012939453	908.1123733520508	631.4421916007996	603.5628175735474	2.04
957.9645538330078	956.3405227661133	651.6035628318787	620.9821557998657	860.2976989746094	902.9916572570801	627.3113107681274	627.9455780982971	2.08
922.4035263061523	923.3587646484375	651.9257497787476	671.4385628700256	856.2696075439453	931.8155479431152	651.9168663024902	717.6416516304016	2.12
891.2977981567383	926.1136436462402	666.1163306236267	618.7974643707275	844.7280120849609	931.8793487548828	658.5631227493286	782.7975726127625	2.16
878.0026245117188	906.5974044799805	658.1463718414307	618.9849185943604	843.5025787353516	937.0183181762695	650.9627938270569	786.0752534866333	2.2
870.2106285095215	904.3275260925293	647.797122001648	627.6057529449463	843.2020568847656	916.084098815918	653.084077835083	768.3628249168396	2.24
873.9228630065918	885.043773651123	641.8088221549988	631.6235947608948	838.5396194458008	911.788501739502	645.9010791778564	752.0780611038208	2.28
902.6315116882324	886.4180946350098	605.1657700538635	627.7013468742371	829.4139862060547	902.940845489502	629.0844011306763	627.315559387207	2.32
937.5019454956055	862.4474143981934	550.9149599075317	694.9961256980896	815.2063751220703	887.6271629333496	625.487494468689	580.4248380661011	2.36
970.7534408569336	899.7354125976562	495.4239070415497	662.8757286071777	818.3949279785156	901.9762229919434	627.476556301117	611.1951398849487	2.4
988.4191131591797	904.746208190918	471.3395154476166	673.8517141342163	820.3801918029785	891.6933631896973	630.567684173584	645.0024318695068	2.44
989.9301910400391	921.1900520324707	461.16838574409485	617.186529636383	818.4554100036621	894.9684906005859	640.1728463172913	641.627676486969	2.48
961.0661315917969	928.289794921875	466.2228262424469	575.8223605155945	826.5525054931641	902.3652648925781	643.9392471313477	659.9968385696411	2.52
928.0611419677734	907.8255844116211	465.26904344558716	531.1148822307587	826.5299606323242	895.949821472168	639.4624900817871	663.5491991043091	2.56
927.754955291748	912.5528526306152	444.4062638282776	491.8981647491455	823.9640808105469	887.0071792602539	630.7928609848022	682.2680354118347	2.6
909.7767448425293	894.3341445922852	441.3469684123993	522.8095722198486	807.9305076599121	876.8235969543457	626.6726016998291	674.5759749412537	2.64
909.477424621582	906.1612129211426	421.9793486595154	472.1118950843811	803.0987548828125	853.3014106750488	623.9818096160889	676.5813231468201	2.68
946.4670753479004	928.5686302185059	365.417160987854	417.2666323184967	799.5179557800293	856.1741065979004	634.3887376785278	689.8945641517639	2.72
1004.7010803222656	1006.3462829589844	299.34295892715454	344.03415083885193	780.234317779541	839.1479301452637	664.6446347236633	702.8287768363953	2.76
0.0	0.0	0.0	0.0	726.4472579956055	799.6115112304688	673.4946370124817	662.8262257575989	2.8
1100.1103591918945	1052.9600143432617	189.5022189617157	262.7549135684967	656.9616508483887	748.3477020263672	652.4126672744751	620.7439112663269	2.84
1081.9793701171875	1046.246337890625	192.28509664535522	271.7442512512207	583.5521507263184	663.4772300720215	630.8939266204834	562.1517848968506	2.88
1052.3175430297852	1022.8113555908203	209.4673329591751	296.86949014663696	502.92829513549805	584.4736862182617	603.9469957351685	480.58650612831116	2.92
1008.7288284301758	1033.3615493774414	237.6499843597412	308.31945419311523	435.22132873535156	520.4088020324707	563.9779186248779	372.0820212364197	2.96
1018.1895446777344	1030.2992248535156	296.37375354766846	296.05806827545166	377.99878120422363	432.72597312927246	530.386598110199	377.8336215019226	3.0
1024.7766494750977	1049.2427444458008	343.92906188964844	283.989737033844	306.2723922729492	362.13993072509766	489.6486818790436	330.9665894508362	3.04
1032.5699615478516	1064.6681213378906	353.6459755897522	308.7528133392334	233.4419345855713	280.00173568725586	444.0383720397949	282.43271470069885	3.08
1023.966064453125	1062.3755264282227	384.9872660636902	338.05611848831177	154.51372146606445	208.44041347503662	390.76603174209595	279.57950949668884	3.12
1021.5446090698242	1055.566749572754	413.3725154399872	368.36979031562805	87.24484920501709	133.01990032196045	347.2236728668213	213.40771794319153	3.16
1023.8630676269531	1052.013931274414	423.15351247787476	378.96626472473145	62.526140213012695	119.21508550643921	280.24303436279297	248.1233775615692	3.2
