Thumb_R	Index_R	Time
0.0	0.0	0.04
0.0	0.0	0.08
0.0	0.0	0.12
0.0	0.0	0.16
0.0	0.0	0.2
0.0	0.0	0.24
0.0	0.0	0.28
0.0	0.0	0.32
0.0	0.0	0.36
0.0	0.0	0.4
0.0	0.0	0.44
0.0	0.0	0.48
0.0	0.0	0.52
0.0	0.0	0.56
0.0	0.0	0.6
0.0	0.0	0.64
0.0	0.0	0.68
0.0	0.0	0.72
0.0	0.0	0.76
0.0	0.0	0.8
0.0	0.0	0.84
0.0	0.0	0.88
0.0	0.0	0.92
0.0	0.0	0.96
0.0	0.0	1.0
0.0	0.0	1.04
0.0	0.0	1.08
0.0	0.0	1.12
0.0	0.0	1.16
0.0	0.0	1.2
0.0	0.0	1.24
0.0	0.0	1.28
0.0	0.0	1.32
0.0	0.0	1.36
0.0	0.0	1.4
0.0	0.0	1.44
1168.8271355663703	1178.5745005491644	1.48
1072.7837072514787	1074.3789634337036	1.52
996.839900349849	991.2175434397218	1.56
938.1395809420898	926.2849674407712	1.6
926.2066709983046	894.4683089800653	1.64
941.8720292866723	880.4069960225751	1.68
973.7768088767368	883.9528557714899	1.72
1002.3005578673612	904.1466555524844	1.76
1020.3982375810662	926.183198905483	1.8
1033.8910460957989	947.6499022852408	1.84
1044.4355320307525	957.575828048756	1.88
1048.5877579007722	962.6636265944642	1.92
1041.2357772257296	968.3726681692453	1.96
1024.4610278245734	966.7267075866115	2.0
1010.3248945245978	963.2487914854662	2.04
1000.654783200744	958.2148427867689	2.08
992.8047770092525	953.7540630539722	2.12
987.7839362806243	958.1297795743509	2.16
983.118479488521	961.2633809945338	2.2
979.2364943984198	959.2133294792692	2.24
968.7424914419438	952.9811180404923	2.28
961.2584254031358	953.8845279697337	2.32
955.4391813311245	952.0169131973905	2.36
956.0441685071032	955.3984256682194	2.4
959.2089857419775	963.5681907188516	2.44
960.3799894404005	975.2657320026477	2.48
957.6367388353007	975.73316695867	2.52
957.2090544442489	981.8535180200273	2.56
958.6465899334958	983.916408361793	2.6
957.9730977392836	969.0149178258082	2.64
954.5928755580804	957.3897168120532	2.68
